"Scenario_ID","Image_Description"
"S239","A father is the main subject, shown inside a hospital consultation room. The father is teaching child that helping others brings lasting inner joy beyond external rewards. Visible in the frame near the father: child that helping others brings lasting inner joy beyond external rewards. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The father wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S240","A child is the main subject, shown inside a home workshop area. The child is helping father repair a bicycle chain while learning how the parts work together. Visible in the frame near the child: father repair a bicycle chain. The child is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home workshop area. The child wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject and the tools. Bright, even daylight illuminates the workspace. Tools and repair equipment are visible on a nearby workbench. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S241","A mother is the main subject, shown inside a home living room. The mother is showing child how family love provides strength during difficult times. Visible in the frame near the mother: child how family love provides strength. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The mother wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S242","A family is the main subject, shown inside a home dining room. The family is preparing a meal together with each person contributing to the work. Visible in the frame near the family: a meal together with each person contributing to the work. The family is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The family wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S243","A family is the main subject, shown inside a home dining room. The family is setting extra plates and glasses on dining table for unexpected guest. Visible in the frame near the family: extra plates and glasses on dining table for unexpected guest. The family is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The family wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S244","A mother is the main subject, shown inside a home dining room. The mother is pouring water from a vessel over guest's hands for washing. Visible in the frame near the mother: water from a vessel over guest's hands for washing. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S245","A family is the main subject, shown inside a home dining room. The family is laying out extra mattresses and blankets in the guest room for overnight visitors. Visible in the frame near the family: out extra mattresses and blankets in the guest room for overnight visitors. The family is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The family wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S246","A father is the main subject, shown inside a home dining room. The father is pausing with his hand resting near a plate of rice on the table, looking toward the doorway where a guest has just arrived. A plate of rice sits untouched on the table in front of the father. The father is seated at the table in the foreground, with the guest standing in the doorway in the background. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S247","A mother is the main subject, shown inside a home dining room. The mother is serving food on a banana leaf to a guest. Visible in the frame near the mother: food on a banana leaf to a guest. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S248","A father is the main subject, shown inside a home dining room. The father is setting aside the choicest portion of meat for the guest. Visible in the frame near the father: aside the choicest portion of meat for the guest. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S249","A family is the main subject, shown inside a home dining room. The family is keeping an extra blanket folded in the guest room each day. Visible in the frame near the family: an extra blanket folded in the guest room each day. The family is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The family wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S250","A father is the main subject, shown inside a home dining room. The father is sweeping and arranging the guest room every morning despite no guests expected today. Visible in the frame near the father: and arranging the guest room every morning. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S251","A mother is the main subject, shown inside a home dining room. The mother is keeping a bowl of fresh fruit on the coffee table for guests to enjoy. Visible in the frame near the mother: a bowl of fresh fruit on the coffee table for guests to enjoy. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S252","A mother is the main subject, shown inside a home living room. The mother is opening the door with a warm smile and welcoming gesture to a visiting neighbor. Visible in the frame near the mother: the door with a warm smile and welcoming gesture to a visiting neighbor. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The mother wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S253","A father is the main subject, shown inside a home dining room. The father is adjusting a cushion on a chair and gesturing for the guest to sit with a friendly face. Visible in the frame near the father: a cushion on a chair and gesturing for the guest to sit with a friendly face. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S254","A father is the main subject, shown inside a home dining room. The father is offering a glass of cool water to each guest as they arrive. Visible in the frame near the father: a glass of cool water to each guest as they arrive. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S255","A person is the main subject, shown inside a home dining room. The person is pausing with a spoonful of rice held near their mouth, looking toward a guest who is staring at the food with a hungry expression. A plate of rice is held in the person's lap or on the table in front of them, with a spoon raised partway. The person sits in the foreground, holding the spoon, while the guest stands nearby watching the food. The setting is a home dining room. The person wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S256","A mother is the main subject, shown inside a home kitchen. The mother is ladling hot soup into a bowl for the guest. Visible in the frame near the mother: hot soup into a bowl for the guest. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S257","A mother is the main subject, shown inside a home dining room. The mother is serving the guest the last piece of sweet on the tray. Visible in the frame near the mother: the guest the last piece of sweet on the tray. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S258","A host is the main subject, shown inside a home dining room. The host is looking toward the road with an expectant expression, having just served tea to one guest. An empty teacup and teapot sit on a small table beside the host. The host stands near the doorway in the foreground, facing toward the road, with the served tea visible on the table. The setting is a home dining room. The host wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S259","A father is the main subject, shown inside a home dining room. The father is noticing a guest's glass is empty and promptly refilling it with fresh water. Visible in the frame near the father: a guest's glass is empty and promptly refilling it with fresh water. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S260","A mother is the main subject, shown inside a home dining room. The mother is preparing extra ice cubes and storing them in the freezer for guests' drinks. Visible in the frame near the mother: extra ice cubes and storing them in the freezer for guests' drinks. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S261","A child is the main subject, shown inside a home dining room. The child is noticing a guest helping an elderly neighbor and later imitating that helpfulness. Visible in the frame near the child: a guest helping an elderly neighbor and later imitating that helpfulness. The child is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The child wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S262","A father is the main subject, shown inside a home dining room. The father is asking a guest about their work as a gardener and later using tips to improve his own garden. Visible in the frame near the father: a guest about their work as a gardener and later using tips to improve his own garden. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S263","A mother is the main subject, shown inside a home dining room. The mother is removing her own shoes at her doorway, adopting a habit she noticed a guest practicing. A pair of shoes rests beside the mother's hand near the doorstep. The mother kneels or bends at the home's entrance in the foreground, with the doorway visible behind her. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S264","A family with modest means are the main subject, shown inside a home dining room. The family with modest means are offering a guest a plate of rice and lentils with a warm welcome. Visible in the frame near the family with modest means: a guest a plate of rice and lentils with a warm welcome. The family with modest means is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The family with modest means wear ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S265","A father is the main subject, shown inside a home dining room. The father is sharing the few vegetables from his small garden with a guest, expressing happiness to share. Visible in the frame near the father: the few vegetables from his small garden with a guest, expressing happiness to share. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S266","A father is the main subject, shown inside a home dining room. The father is offering his own blanket to a guest who feels cold, despite having only one extra. Visible in the frame near the father: his own blanket to a guest who feels cold,. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S267","A wealthy family is the main subject, shown inside a home dining room. The wealthy family is ignoring a guest at the door, continuing their indoor conversation. Visible in the frame near the wealthy family: a guest at the door, continuing their indoor conversation. The wealthy family is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The wealthy family wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S268","A father is the main subject, shown inside a hospital consultation room. The father is pointing a guest toward the servants and saying"" They will attend to you"" without personally greeting them. Visible in the frame near the father: a guest toward the servants and saying"" They will attend to you"". The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The father wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S269","A mother is the main subject, shown inside a home dining room. The mother is instructing the servant to attend to the guest's needs while she continues her private conversation. Visible in the frame near the mother: the servant to attend to the guest's needs. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S270","A host is the main subject, shown inside a home dining room. The host is offering a slightly wilted flower to a guest with a warm, genuine smile. A single wilted flower is held out in the host's hand toward the guest. The host stands in the foreground, extending the flower toward the guest who faces them. The setting is a home dining room. The host wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S271","A mother is the main subject, shown inside a home dining room. The mother is serving a simple home-cooked meal to a guest with a cheerful, warm expression. A modest plate of home-cooked food is held in the mother's hands, placed in front of the guest. The mother stands beside the dining table in the foreground, serving the plate to the seated guest. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S272","A mother is the main subject, shown inside a home dining room. The mother is inviting the guest to sit and share stories over tea, ignoring the simple surroundings. Visible in the frame near the mother: the guest to sit and share stories over tea, ignoring the simple surroundings. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S273","A child is the main subject, shown inside a home living room. The child is handing a thank- you drawing to father. Visible in the frame near the child: a thank- you drawing to father. The child is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The child wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S274","A friend is the main subject, shown inside a home living room. The friend is offering to help carry groceries for another friend who helped them move. Visible in the frame near the friend: to help carry groceries for another friend who helped them move. The friend is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The friend wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S275","A student is the main subject, shown inside a classroom. The student is placing a thank- you note on teacher's desk. Visible in the frame near the student: a thank- you note on teacher's desk. The student is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The student wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S276","A neighbor is the main subject, shown inside a home living room. The neighbor is bringing homemade sweets to another neighbor who lent a ladder. Visible in the frame near the neighbor: homemade sweets to another neighbor who lent a ladder. The neighbor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The neighbor wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S277","An employee is the main subject, shown inside a modern office. The employee is making coffee for boss who approved their leave request. Visible in the frame near the employee: coffee for boss who approved their leave request. The employee is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The employee wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S278","A daughter is the main subject, shown inside a home workshop area. The daughter is serving water to father. Visible in the frame near the daughter: water to father. The daughter is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home workshop area. The daughter wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject and the tools. Bright, even daylight illuminates the workspace. Tools and repair equipment are visible on a nearby workbench. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S279","A colleague is the main subject, shown inside a home living room. The colleague is covering for another colleague's shift as thanks for previous help. Visible in the frame near the colleague: for another colleague's shift as thanks for previous help. The colleague is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The colleague wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S280","A guest is the main subject, shown inside a home dining room. The guest is helping host clear dishes. Visible in the frame near the guest: host clear dishes. The guest is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The guest wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S281","A stranger is the main subject, shown inside the interior of a public bus. The stranger is holding elevator door for someone with heavy bags, then receiving a smile. Visible in the frame near the stranger: elevator door for someone with heavy bags, then receiving a smile. The stranger is positioned in the center of the frame, facing the camera at a natural angle. The setting is the interior of a public bus. The stranger wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Even daylight enters through the bus windows. Rows of seats and standing passengers are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S282","A volunteer is the main subject, shown inside a home living room. The volunteer is organizing a small thank- you event for shelter staff. Visible in the frame near the volunteer: a small thank- you event for shelter staff. The volunteer is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The volunteer wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S283","A friend is the main subject, shown inside a home living room. The friend is returning a borrowed book with a handwritten note of thanks. Visible in the frame near the friend: a borrowed book with a handwritten note of thanks. The friend is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The friend wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S284","A neighbor is the main subject, shown inside an outdoor garden. The neighbor is watering another neighbor's plants while they were away, then receiving thanks. Visible in the frame near the neighbor: another neighbor's plants. The neighbor is positioned in the center of the frame, facing the camera at a natural angle. The setting is an outdoor garden. The neighbor wears ordinary contemporary outdoor clothing. The image is framed as a medium shot, waist-up, centered on the subject. Natural daylight illuminates the garden. Rows of plants and garden tools are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S285","A customer is the main subject, shown inside a retail appliance store. The customer is leaving a positive review for a shopkeeper who gave good advice. Visible in the frame near the customer: a positive review for a shopkeeper who gave good advice. The customer is positioned in the center of the frame, facing the camera at a natural angle. The setting is a retail appliance store. The customer wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Bright, even retail store lighting fills the space. Rows of display appliances are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S286","A sibling is the main subject, shown inside a home living room. The sibling is sharing snacks with brother/ sister who helped with homework. Visible in the frame near the sibling: snacks with brother/ sister who helped with homework. The sibling is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The sibling wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S287","A passenger is the main subject, shown inside the interior of a public bus. The passenger is offering seat to elderly person on bus, then receiving a grateful nod. Visible in the frame near the passenger: seat to elderly person on bus, then receiving a grateful nod. The passenger is positioned in the center of the frame, facing the camera at a natural angle. The setting is the interior of a public bus. The passenger wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Even daylight enters through the bus windows. Rows of seats and standing passengers are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S288","An apprentice is the main subject, shown inside a home workshop area. The apprentice is cleaning tools for mentor. Visible in the frame near the apprentice: tools for mentor. The apprentice is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home workshop area. The apprentice wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject and the tools. Bright, even daylight illuminates the workspace. Tools and repair equipment are visible on a nearby workbench. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S289","A friend is the main subject, shown inside a classroom. The friend is helping another friend study for an exam, then receiving a thank- you text. Visible in the frame near the friend: another friend study for an exam, then receiving a thank- you text. The friend is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The friend wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S290","A neighbor is the main subject, shown inside a home dining room. The neighbor is inviting another neighbor to dinner. Visible in the frame near the neighbor: another neighbor to dinner. The neighbor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The neighbor wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S291","A donor is the main subject, shown inside a home living room. The donor is visiting a charity they supported to see the impact, then volunteering time. Visible in the frame near the donor: a charity they supported to see the impact, then volunteering time. The donor is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The donor wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S292","A parent is the main subject, shown inside a home dining room. The parent is teaching child to say thank you to grandparents. Visible in the frame near the parent: child to say thank you to grandparents. The parent is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The parent wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S293","An employee is the main subject, shown inside a modern office. The employee is bringing lunch to boss who covered for them during an emergency. Visible in the frame near the employee: lunch to boss who covered for them. The employee is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The employee wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S294","A stranger is the main subject, shown inside a home living room. The stranger is helping someone pick up dropped items, then receiving a warm smile. Visible in the frame near the stranger: someone pick up dropped items, then receiving a warm smile. The stranger is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The stranger wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
